,annee,diplome,etablissement,academie,domaine,discipline,situation,nombre_de_reponses,taux_de_reponse,taux_dinsertion,de_diplomes_boursiers,taux_de_chomage_regional,salaire_net_mensuel_median_regional,long_academie,lat_academie
2159,2012.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,279.0,92.0,84.0,27,13.0,1780.0,50.50882057909693,2.8705911873568644
2160,2012.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,54.0,92.0,81.0,27,13.0,1780.0,50.50882057909693,2.8705911873568644
2161,2012.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,83.0,92.0,95.0,27,13.0,1780.0,50.50882057909693,2.8705911873568644
2162,2012.0,MASTER LMD,Lille 2 - Droit et santé,Lille,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,143.0,78.0,96.0,21,13.0,1780.0,50.50882057909693,2.8705911873568644
2163,2012.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,Sciences humaines et sociales,Information communication,18 mois après le diplôme,100.0,89.0,81.0,39,13.0,1780.0,50.50882057909693,2.8705911873568644
2164,2012.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,258.0,60.0,88.0,20,13.0,1780.0,50.50882057909693,2.8705911873568644
2165,2012.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,96.0,79.0,93.0,20,13.0,1780.0,50.50882057909693,2.8705911873568644
2166,2012.0,MASTER LMD,Artois,Lille,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,55.0,86.0,85.0,38,13.0,1780.0,50.50882057909693,2.8705911873568644
2167,2012.0,MASTER LMD,Artois,Lille,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,32.0,72.0,88.0,38,13.0,1780.0,50.50882057909693,2.8705911873568644
2168,2012.0,MASTER LMD,Artois,Lille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,42.0,77.0,76.0,38,13.0,1780.0,50.50882057909693,2.8705911873568644
2169,2013.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,41.0,85.0,88.0,27,12.4,1820.0,50.50882057909693,2.8705911873568644
2170,2013.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,105.0,97.0,88.0,24,12.4,1820.0,50.50882057909693,2.8705911873568644
2171,2013.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,63.0,96.0,79.0,24,12.4,1820.0,50.50882057909693,2.8705911873568644
2172,2013.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,63.0,96.0,92.0,24,12.4,1820.0,50.50882057909693,2.8705911873568644
2173,2013.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,93.0,94.0,100.0,24,12.4,1820.0,50.50882057909693,2.8705911873568644
2174,2013.0,MASTER LMD,Lille 2 - Droit et santé,Lille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,154.0,80.0,94.0,23,12.4,1820.0,50.50882057909693,2.8705911873568644
2175,2013.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,260.0,85.0,86.0,37,12.4,1820.0,50.50882057909693,2.8705911873568644
2176,2013.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,31.0,81.0,87.0,37,12.4,1820.0,50.50882057909693,2.8705911873568644
2177,2013.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,205.0,58.0,88.0,20,12.4,1820.0,50.50882057909693,2.8705911873568644
2178,2013.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,31.0,60.0,97.0,20,12.4,1820.0,50.50882057909693,2.8705911873568644
2179,2013.0,MASTER LMD,Artois,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,62.0,76.0,94.0,38,12.4,1820.0,50.50882057909693,2.8705911873568644
2180,2013.0,MASTER LMD,Artois,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,71.0,84.0,93.0,38,12.4,1820.0,50.50882057909693,2.8705911873568644
2181,2013.0,MASTER LMD,Artois,Lille,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,44.0,85.0,89.0,38,12.4,1820.0,50.50882057909693,2.8705911873568644
2182,2014.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,100.0,85.0,94.0,24,11.7,1830.0,50.50882057909693,2.8705911873568644
2183,2014.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,498.0,89.0,93.0,24,11.7,1830.0,50.50882057909693,2.8705911873568644
2184,2014.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,136.0,94.0,92.0,24,11.7,1830.0,50.50882057909693,2.8705911873568644
2185,2014.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,93.0,96.0,97.0,24,11.7,1830.0,50.50882057909693,2.8705911873568644
2186,2014.0,MASTER LMD,Lille 2 - Droit et santé,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,320.0,80.0,92.0,22,11.7,1830.0,50.50882057909693,2.8705911873568644
2187,2014.0,MASTER ENS,Lille 3 - Charles-de-Gaulle,Lille,Masters enseignement,Masters enseignement,30 mois après le diplôme,42.0,79.0,100.0,39,11.7,1830.0,50.50882057909693,2.8705911873568644
2188,2014.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,260.0,88.0,86.0,38,11.7,1830.0,50.50882057909693,2.8705911873568644
2189,2014.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,Sciences humaines et sociales,Information communication,30 mois après le diplôme,75.0,87.0,95.0,38,11.7,1830.0,50.50882057909693,2.8705911873568644
2190,2014.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,229.0,63.0,90.0,27,11.7,1830.0,50.50882057909693,2.8705911873568644
2191,2014.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,74.0,78.0,93.0,27,11.7,1830.0,50.50882057909693,2.8705911873568644
2192,2014.0,MASTER LMD,Artois,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,87.0,83.0,98.0,39,11.7,1830.0,50.50882057909693,2.8705911873568644
2193,2014.0,MASTER LMD,Artois,Lille,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,32.0,65.0,81.0,39,11.7,1830.0,50.50882057909693,2.8705911873568644
2194,2015.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,43.0,87.0,85.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2195,2015.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,169.0,82.0,94.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2196,2015.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,141.0,83.0,92.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2197,2015.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,141.0,83.0,94.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2198,2015.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,198.0,56.0,92.0,23,11.1,1825.0,50.50882057909693,2.8705911873568644
2199,2015.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Droit, économie et gestion",Gestion,30 mois après le diplôme,187.0,56.0,91.0,23,11.1,1825.0,50.50882057909693,2.8705911873568644
2200,2015.0,MASTER ENS,Lille Nord de France,Lille,Masters enseignement,Masters enseignement,30 mois après le diplôme,282.0,74.0,98.0,19,11.1,1825.0,50.50882057909693,2.8705911873568644
2201,2015.0,MASTER LMD,Lille,Lille,"Droit, économie et gestion",Gestion,30 mois après le diplôme,485.0,76.0,96.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2202,2015.0,MASTER LMD,Lille,Lille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,485.0,76.0,93.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2203,2015.0,MASTER LMD,Lille,Lille,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,100.0,90.0,97.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2204,2015.0,MASTER LMD,Lille,Lille,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,154.0,90.0,84.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2205,2015.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,427.0,81.0,92.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2206,2015.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,49.0,79.0,80.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2207,2015.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,52.0,82.0,81.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2208,2015.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,73.0,84.0,96.0,28,11.1,1825.0,50.50882057909693,2.8705911873568644
2209,2015.0,MASTER LMD,Artois,Lille,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,53.0,72.0,93.0,32,11.1,1825.0,50.50882057909693,2.8705911873568644
2210,2015.0,MASTER LMD,Artois,Lille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,50.0,73.0,90.0,32,11.1,1825.0,50.50882057909693,2.8705911873568644
2211,2016.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,133.0,78.0,89.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2212,2016.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,199.0,58.0,90.0,26,10.9,1810.0,50.50882057909693,2.8705911873568644
2213,2016.0,MASTER LMD,Littoral - Côte d'Opale,Lille,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,38.0,76.0,95.0,26,10.9,1810.0,50.50882057909693,2.8705911873568644
2214,2016.0,MASTER ENS,Lille Nord de France,Lille,Masters enseignement,Masters enseignement,30 mois après le diplôme,370.0,73.0,97.0,8,10.9,1810.0,50.50882057909693,2.8705911873568644
2215,2016.0,MASTER LMD,Lille,Lille,"Droit, économie et gestion",Droit,18 mois après le diplôme,134.0,81.0,89.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2216,2016.0,MASTER LMD,Lille,Lille,"Droit, économie et gestion",Économie,18 mois après le diplôme,48.0,78.0,85.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2217,2016.0,MASTER LMD,Lille,Lille,"Droit, économie et gestion",Économie,30 mois après le diplôme,48.0,78.0,94.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2218,2016.0,MASTER LMD,Lille,Lille,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,119.0,85.0,88.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2219,2016.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,118.0,78.0,92.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2220,2016.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,45.0,86.0,87.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2221,2016.0,MASTER LMD,Artois,Lille,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,31.0,79.0,97.0,38,10.9,1810.0,50.50882057909693,2.8705911873568644
2222,2016.0,MASTER LMD,Artois,Lille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,36.0,58.0,74.0,38,10.9,1810.0,50.50882057909693,2.8705911873568644
2223,2016.0,MASTER LMD,Artois,Lille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,36.0,58.0,70.0,38,10.9,1810.0,50.50882057909693,2.8705911873568644
2224,2017.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,137.0,64.0,96.0,28,10.0,1850.0,50.50882057909693,2.8705911873568644
2225,2017.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,77.0,57.0,88.0,25,10.0,1850.0,50.50882057909693,2.8705911873568644
2226,2017.0,MASTER LMD,Littoral - Côte d'Opale,Lille,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,52.0,77.0,92.0,25,10.0,1850.0,50.50882057909693,2.8705911873568644
2227,2017.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,38.0,75.0,100.0,25,10.0,1850.0,50.50882057909693,2.8705911873568644
2228,2017.0,MASTER LMD,Lille,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,905.0,72.0,95.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2229,2017.0,MASTER LMD,Lille,Lille,"Droit, économie et gestion",Gestion,30 mois après le diplôme,601.0,72.0,96.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2230,2017.0,MASTER LMD,Lille,Lille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,601.0,72.0,94.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2231,2017.0,MASTER LMD,Lille,Lille,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",18 mois après le diplôme,80.0,87.0,94.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2232,2017.0,MASTER LMD,Lille,Lille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,348.0,85.0,87.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2233,2017.0,MASTER LMD,Lille,Lille,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,128.0,82.0,89.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2234,2017.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,362.0,77.0,94.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2235,2017.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,49.0,78.0,98.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2236,2017.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,36.0,77.0,95.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2237,2017.0,MASTER LMD,Artois,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,100.0,71.0,94.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2238,2017.0,MASTER LMD,Artois,Lille,"Droit, économie et gestion",Gestion,30 mois après le diplôme,68.0,73.0,91.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2239,2016.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Droit, économie et gestion",Droit,18 mois après le diplôme,43.0,71.0,93.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2240,2016.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Droit, économie et gestion",Droit,30 mois après le diplôme,43.0,71.0,90.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2241,2016.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,78.0,82.0,89.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2242,2016.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,151.0,80.0,86.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2243,2016.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Sciences, technologies et santé",Sciences de l'ingénieur,18 mois après le diplôme,81.0,78.0,87.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2244,2016.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,49.0,80.0,85.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2245,2016.0,MASTER LMD,Lille,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,798.0,76.0,95.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2246,2016.0,MASTER LMD,Lille,Lille,"Droit, économie et gestion",Droit,30 mois après le diplôme,134.0,81.0,95.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2247,2016.0,MASTER LMD,Lille,Lille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,543.0,74.0,94.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2248,2016.0,MASTER LMD,Lille,Lille,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,144.0,81.0,88.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2249,2016.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,45.0,86.0,79.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2250,2016.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,67.0,86.0,100.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2251,2016.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,38.0,90.0,84.0,29,10.9,1810.0,50.50882057909693,2.8705911873568644
2252,2016.0,MASTER LMD,Artois,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,69.0,80.0,96.0,38,10.9,1810.0,50.50882057909693,2.8705911873568644
2253,2016.0,MASTER LMD,Artois,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,81.0,78.0,91.0,38,10.9,1810.0,50.50882057909693,2.8705911873568644
2254,2016.0,MASTER LMD,Artois,Lille,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,50.0,81.0,94.0,38,10.9,1810.0,50.50882057909693,2.8705911873568644
2255,2017.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Droit, économie et gestion",Droit,30 mois après le diplôme,33.0,61.0,97.0,28,10.0,1850.0,50.50882057909693,2.8705911873568644
2256,2017.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,96.0,76.0,96.0,28,10.0,1850.0,50.50882057909693,2.8705911873568644
2257,2017.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,137.0,64.0,96.0,28,10.0,1850.0,50.50882057909693,2.8705911873568644
2258,2017.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,51.0,56.0,96.0,28,10.0,1850.0,50.50882057909693,2.8705911873568644
2259,2017.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Sciences, technologies et santé",Sciences de l'ingénieur,18 mois après le diplôme,51.0,56.0,96.0,28,10.0,1850.0,50.50882057909693,2.8705911873568644
2260,2017.0,MASTER ENS,Lille,Lille,Masters enseignement,Masters enseignement,30 mois après le diplôme,509.0,75.0,97.0,11,10.0,1850.0,50.50882057909693,2.8705911873568644
2261,2017.0,MASTER ENS,Lille,Lille,Masters enseignement,Masters enseignement,18 mois après le diplôme,509.0,75.0,96.0,11,10.0,1850.0,50.50882057909693,2.8705911873568644
2262,2017.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,133.0,79.0,92.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2263,2017.0,MASTER LMD,Lille,Lille,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,56.0,60.0,89.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2264,2017.0,MASTER LMD,Artois,Lille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,68.0,73.0,88.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2265,2017.0,MASTER LMD,Artois,Lille,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,53.0,72.0,83.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2266,2017.0,MASTER LMD,Artois,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,74.0,72.0,97.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2267,2017.0,MASTER LMD,Artois,Lille,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,42.0,72.0,98.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2268,2017.0,MASTER LMD,Artois,Lille,"Sciences, technologies et santé",Sciences de l'ingénieur,18 mois après le diplôme,42.0,72.0,95.0,30,10.0,1850.0,50.50882057909693,2.8705911873568644
2269,2010.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,136.0,73.0,93.0,33,14.0,1760.0,50.50882057909693,2.8705911873568644
2270,2010.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,36.0,89.0,92.0,33,14.0,1760.0,50.50882057909693,2.8705911873568644
2271,2010.0,MASTER LMD,Université Polytechnique Hauts-de-France,Lille,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,108.0,74.0,97.0,33,14.0,1760.0,50.50882057909693,2.8705911873568644
2272,2010.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Droit, économie et gestion",Gestion,30 mois après le diplôme,325.0,84.0,94.0,28,14.0,1760.0,50.50882057909693,2.8705911873568644
2273,2010.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,42.0,86.0,98.0,28,14.0,1760.0,50.50882057909693,2.8705911873568644
2274,2010.0,MASTER LMD,Lille 2 - Droit et santé,Lille,"Droit, économie et gestion",Droit,30 mois après le diplôme,162.0,61.0,92.0,26,14.0,1760.0,50.50882057909693,2.8705911873568644
2275,2010.0,MASTER LMD,Lille 2 - Droit et santé,Lille,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,45.0,85.0,91.0,26,14.0,1760.0,50.50882057909693,2.8705911873568644
2276,2010.0,MASTER LMD,Lille 2 - Droit et santé,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,125.0,83.0,93.0,26,14.0,1760.0,50.50882057909693,2.8705911873568644
2277,2010.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,35.0,90.0,94.0,38,14.0,1760.0,50.50882057909693,2.8705911873568644
2278,2010.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,35.0,90.0,94.0,38,14.0,1760.0,50.50882057909693,2.8705911873568644
2279,2010.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,110.0,88.0,94.0,38,14.0,1760.0,50.50882057909693,2.8705911873568644
2280,2010.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Droit, économie et gestion",Gestion,30 mois après le diplôme,264.0,63.0,91.0,20,14.0,1760.0,50.50882057909693,2.8705911873568644
2281,2010.0,MASTER LMD,Littoral - Côte d'Opale,Lille,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,30.0,63.0,80.0,20,14.0,1760.0,50.50882057909693,2.8705911873568644
2282,2010.0,MASTER LMD,Artois,Lille,"Droit, économie et gestion",Gestion,30 mois après le diplôme,38.0,88.0,87.0,42,14.0,1760.0,50.50882057909693,2.8705911873568644
2283,2011.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,56.0,90.0,88.0,22,12.8,1750.0,50.50882057909693,2.8705911873568644
2284,2011.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,60.0,87.0,88.0,22,12.8,1750.0,50.50882057909693,2.8705911873568644
2285,2011.0,MASTER LMD,Lille 1 - Sciences technologies,Lille,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,67.0,88.0,99.0,22,12.8,1750.0,50.50882057909693,2.8705911873568644
2286,2011.0,MASTER ENS,Lille 3 - Charles-de-Gaulle,Lille,Masters enseignement,Masters enseignement,30 mois après le diplôme,88.0,91.0,95.0,40,12.8,1750.0,50.50882057909693,2.8705911873568644
2287,2011.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,125.0,81.0,86.0,40,12.8,1750.0,50.50882057909693,2.8705911873568644
2288,2011.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,Sciences humaines et sociales,Information communication,30 mois après le diplôme,90.0,84.0,87.0,40,12.8,1750.0,50.50882057909693,2.8705911873568644
2289,2011.0,MASTER LMD,Lille 3 - Charles-de-Gaulle,Lille,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,41.0,84.0,81.0,40,12.8,1750.0,50.50882057909693,2.8705911873568644
